Year,Month,Day,Hour,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,GHI
2012,10,29,12,13,33.3754231097,985.1759033203,30.5579094796,208.472076416,0.972810328,752
2012,10,29,13,13,33.5194749022,984.3810424805,30.0032046025,207.3120422363,0.7373628616,710
2012,10,29,14,13,33.0189328834,983.4899902344,30.5899527427,196.7284851074,0.4394080639,605
2012,10,29,15,13,31.7902627745,983.3147583008,33.4393538255,141.4912109375,0.2162273526,431
2012,10,29,16,13,28.9751534323,983.4247436523,38.9000654038,79.9041900635,0.4670860469,228
2012,10,29,17,16,26.1992574721,983.8483276367,54.986034095,69.6772155762,0.8985106349,27
2012,10,29,18,14,25.859477758,984.2548217773,50.6805003051,70.0742797852,1.3998967409,0
2012,10,29,19,13,25.0072177148,984.8544311523,48.7222522693,74.0356445313,1.8188813925,0
2012,10,29,20,14,24.2089181334,985.2305908203,53.6606486111,85.0712356567,1.8924988508,0
2012,10,29,21,13,23.4403997839,985.4956054688,55.1070671137,101.3096542358,1.8983654976,0
2012,10,29,22,13,22.6835946067,985.5301513672,56.4375519595,115.9552459717,1.9906882048,0
2012,10,29,23,13,21.9719144199,985.4185180664,57.8855337291,127.973236084,2.0770967007,0
2012,10,30,0,13,21.3059576565,985.2396850586,59.374334468,138.2647705078,2.1579043865,0
2012,10,30,1,12,20.714996009,985.3369140625,60.7264287561,146.3604125977,2.2186181545,0
2012,10,30,2,12,20.1796053631,985.1030273438,62.1733969951,146.89012146,2.2089388371,0
2012,10,30,3,12,19.714416563,985.1286010742,63.6043063088,144.8477478027,2.166903019,0
2012,10,30,4,12,19.3231073973,985.2055053711,64.8803868684,144.5894165039,2.0990564823,0
2012,10,30,5,12,18.9896518742,985.3380737305,66.0596541191,145.0354614258,2.019985199,0
2012,10,30,6,12,18.8684178425,985.7490234375,67.1625594635,144.6137390137,1.9364209175,0
2012,10,30,7,14,21.1170882655,986.2112426758,66.8049620358,143.3096923828,1.8497180939,84
2012,10,30,8,13,23.7383353998,986.3497924805,53.4834770202,142.6298828125,1.5659325123,293
2012,10,30,9,15,27.0320637995,986.2573242188,49.2328240112,142.6178436279,1.1491061449,484
2012,10,30,10,15,31.1792233275,985.8251342773,37.8010254615,124.9278717041,0.5214741826,638
