Year,Month,Day,Hour,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Temp
2012,1,3,5,0,-6,10.0757208169,993.7147216797,30.6321079,76.5043563843,2.4107880592,
2012,1,3,6,0,-6,9.7659015234,994.4546508789,31.855646802,78.6478271484,2.4032664299,
2012,1,3,7,0,-6,10.3414170529,995.2838134766,29.8090641993,83.0521240234,2.4086549282,
2012,1,3,8,113,-2,13.2225202648,996.0145263672,34.1727953548,88.9531478882,2.4742352962,
2012,1,3,9,305,-2,15.7787766622,996.6892700195,27.4442046715,92.4740905762,2.2414579391,
2012,1,3,10,476,0,18.8858576662,996.5216674805,27.8581491884,91.4346313477,1.8764282465,
2012,1,3,11,597,0,22.4484451635,995.5580444336,21.1852816224,88.9569015503,1.7132642269,
2012,1,3,12,642,0,23.8946764522,994.1951904297,20.0141043767,89.8838882446,1.5123159885,
2012,1,3,13,640,0,24.2774664554,993.1790161133,19.6322876072,92.9719009399,1.420707345,
2012,1,3,14,545,0,23.8744744292,992.1644287109,20.1554874622,95.2839355469,1.1303646564,
2012,1,3,15,420,0,22.6492248281,992.0120239258,21.7364244671,95.0170898438,0.732616663,
2012,1,3,16,221,4,20.2464865578,991.9627075195,36.2721297582,78.1459274292,0.4046962857,
2012,1,3,17,27,3,18.0297311526,992.4510498047,37.3269912452,44.9796791077,0.3381545246,
2012,1,3,18,0,0,17.137198969,992.5632324219,31.6388865761,46.3307952881,0.3539771736,
2012,1,3,19,0,0,16.4454962322,992.7606201172,32.9641614822,56.6161499023,0.3338155448,
2012,1,3,20,0,0,15.792561093,992.7409057617,32.1296253461,75.7094192505,0.4707843661,
2012,1,3,21,0,0,15.1610839886,992.8334350586,34.7130899473,86.4052429199,0.7095120549,
2012,1,3,22,0,-2,14.5794992665,992.3757324219,31.7058576112,91.6239471436,0.9022824764,
2012,1,3,23,0,-1,14.0065233844,992.0280761719,34.651192446,95.4394073486,1.0011829138,
2012,1,4,0,0,-3,13.4919134958,992.0535888672,31.5407321269,99.4790420532,1.0071821213,
2012,1,4,1,0,-2,13.0077174238,991.8527832031,35.0627448004,102.1856536865,1.0560152531,
2012,1,4,2,0,-3,12.5745011163,991.5628662109,32.6930410548,104.9632415771,1.1790844202,
2012,1,4,3,0,-2,12.1666221127,991.1961669922,36.6112708748,112.2800750732,1.3736979961,
2012,1,4,4,0,-3,11.8209604174,990.9841918945,34.587133322,121.5334396362,1.6482328176,
2012,1,4,5,0,-2,11.5391575603,990.9135742188,38.2026555873,130.7354736328,1.9478596449,
2012,1,4,6,0,-2,11.3045576826,991.083984375,36.6891997841,139.3492431641,2.2362616062,
2012,1,4,7,0,0,11.9473188625,991.2651977539,41.2932764191,148.1671905518,2.5565700531,
2012,1,4,8,111,0,14.8097837909,991.9188842773,38.7993592084,156.4577941895,2.6797025204,
2012,1,4,9,300,1,17.3967849157,992.6145019531,33.4019833626,165.5524597168,2.3577198982,
2012,1,4,10,469,2,20.6998787547,992.6520996094,30.9274131548,183.2278137207,2.1288385391,
2012,1,4,11,590,2,23.8061182861,991.8695678711,25.3020738872,208.6907348633,2.5244846344,
2012,1,4,12,647,4,24.9317730385,990.6204223633,26.0047605112,220.4194335938,2.6105010509,
2012,1,4,13,505,5,25.206652919,989.7352905273,28.1567793576,227.5530548096,2.5621123314,
2012,1,4,14,420,6,24.7840911086,989.1730957031,31.329501191,231.4815063477,2.4280023575,
2012,1,4,15,312,7,23.6560708119,989.1372680664,36.0047904073,234.1510467529,2.2439861298,
2012,1,4,16,124,8,21.8856959758,989.1993408203,43.2650697246,237.4740753174,1.9536956549,
2012,1,4,17,20,10,19.4762242479,989.9412231445,56.537296268,244.2287445068,1.4497050047,
2012,1,4,18,0,10,18.6678765886,990.8656005859,58.5566850841,262.4938354492,0.9056848288,
2012,1,4,19,0,10,18.0499955392,991.3512573242,62.4690361957,315.6437988281,0.637368381,
2012,1,4,20,0,10,17.4940735242,991.9735107422,61.7399979372,8.0984573364,0.8370575309,
2012,1,4,21,0,9,16.9456032594,992.37890625,62.6098857304,34.4151802063,1.2544468641,
2012,1,4,22,0,8,16.4228438683,992.311706543,58.7607383612,46.7190933228,1.7173709869,
2012,1,4,23,0,6,15.9171839323,991.8571777344,53.9624253148,52.1153411865,2.1867303848,
2012,1,5,0,0,5,15.470570324,991.7477416992,52.2900276544,55.2205429077,2.6326656342,
2012,1,5,1,0,4,15.008988639,992.0060424805,48.4902403765,56.9757881165,3.0406606197,
2012,1,5,2,0,2,14.4589782568,992.1298828125,45.3538520946,57.8104782104,3.1610906124,
2012,1,5,3,0,2,13.8798145559,991.9675292969,44.9972374129,57.1802864075,3.1247889996,
2012,1,5,4,0,1,13.2705939152,991.8146362305,45.8226890634,55.0220756531,3.1124033928,
2012,1,5,5,0,1,12.6238443674,992.5114135742,47.2683816283,52.5674667358,3.1584973335,
2012,1,5,6,0,1,11.9622292529,993.3731079102,49.0722843033,49.662197113,3.2169661522,
2012,1,5,7,0,1,11.9782135796,994.115234375,49.7559126771,46.0429382324,3.2797608376,
2012,1,5,8,107,1,13.640940012,994.9473266602,44.9285142704,43.7422409058,2.9441275597,
2012,1,5,9,295,3,16.0942631461,995.9973754883,42.6255481681,42.1562767029,2.4962024689,
2012,1,5,10,464,4,19.2241209233,995.915222168,37.425471854,40.7875366211,2.3389310837,
2012,1,5,11,585,5,21.7585521988,995.1218261719,34.3707014576,41.5934066772,1.8249857426,
2012,1,5,12,644,7,23.5210790126,993.9291992188,34.9611958609,41.1773223877,1.2482124567,
2012,1,5,13,635,7,24.0895105222,992.8161621094,35.0426219777,31.5867958069,1.05912745,
2012,1,5,14,558,7,23.6175726445,992.2645874023,35.156780072,24.0279769897,1.2943588495,
2012,1,5,15,422,6,22.3655145266,992.1728515625,36.087305883,21.4528656006,1.5816721916,
2012,1,5,16,245,5,20.4840371218,992.3395996094,38.1881495388,20.9725418091,1.8799695969,
2012,1,5,17,57,5,18.1732926863,992.9075317383,44.2867484243,21.5425415039,2.4207258224,
2012,1,5,18,0,5,17.1364969049,993.5589599609,44.9889778986,24.5140838623,2.8028008938,
2012,1,5,19,0,4,16.3805999938,994.1766357422,43.9270781326,27.9053459167,2.9055669308,
2012,1,5,20,0,3,15.716744733,994.3696899414,43.5475788583,31.9725837708,2.8432223797,
2012,1,5,21,0,2,15.1112814738,994.6807861328,43.6840298041,36.0692405701,2.7503118515,
2012,1,5,22,0,2,14.5415530041,994.4422607422,44.0106795932,38.453704834,2.6887907982,
2012,1,5,23,0,2,13.9906535502,994.034362793,44.5504995058,39.1554679871,2.6825156212,
2012,1,6,0,0,1,13.4824780501,993.9611206055,45.0432635692,40.3018531799,2.696228981,
2012,1,6,1,0,1,12.9996472315,993.8879394531,45.6916401716,41.2484703064,2.6799838543,
2012,1,6,2,0,1,12.5353665889,993.9606933594,46.4518794823,43.7437438965,2.6129229069,
2012,1,6,3,0,1,12.0991055778,993.497253418,47.2757072955,48.2835655212,2.472884655,
2012,1,6,4,0,1,11.6693782114,992.932800293,48.0873564021,55.3414421082,2.3114528656,
2012,1,6,5,0,0,11.2862090993,993.0288696289,48.9702818312,63.5127258301,2.1019403934,
2012,1,6,6,0,0,10.928049631,993.3786010742,49.0579413691,70.0905685425,1.8017935753,
2012,1,6,7,0,1,11.4365238031,993.5888061523,49.4091905054,73.2108764648,1.413348794,
2012,1,6,8,107,1,14.1437673607,994.2222290039,41.1839969367,63.8185806274,0.8475365043,
2012,1,6,9,299,3,16.7490757583,994.9725341797,41.0920585708,1.315071106,0.4612452984,
2012,1,6,10,473,4,20.2370465119,995.0316772461,34.4810649921,307.5806884766,1.22973454,
2012,1,6,11,606,4,22.3576844021,994.3547973633,30.391909427,296.0715637207,2.0947239399,
2012,1,6,12,667,3,23.0669232647,993.2088012695,28.5697430857,292.758972168,2.6387257576,
2012,1,6,13,658,3,23.0752793571,992.4285888672,27.2505962963,290.4022827148,3.0362069607,
2012,1,6,14,569,2,22.4346948791,991.7391967773,26.5201163541,285.3273925781,3.2471065521,
2012,1,6,15,433,1,21.1132481394,991.7935791016,26.4934294086,280.5409851074,3.4203305244,
