Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed
2011,1,2,23,30,0,0,0,0,11.3215405381,987.6588134766,43.164443358,104.1895599365,1.9626612663
2011,1,3,0,30,0,0,0,0,10.6894695978,987.1887207031,45.1506108661,109.5846328735,2.1020534039
2011,1,3,1,30,0,0,0,0,10.0916777769,986.9920654297,47.0689413842,113.1496200562,2.2370796204
2011,1,3,2,30,0,0,0,0,9.5016699456,987.0776367188,49.1623077232,117.7983398438,2.1339867115
2011,1,3,3,30,0,0,0,0,8.9138026458,987.3518676758,51.4206597599,122.4566955566,1.9918333292
2011,1,3,4,30,0,0,0,0,8.3689663282,987.7734985352,53.7029984367,124.8797149658,1.9143406153
2011,1,3,5,30,0,0,0,0,7.8518208725,988.1248168945,55.879457028,124.055015564,1.844809413
2011,1,3,6,30,0,0,0,0,7.3682181746,988.9241943359,58.0563335992,122.1146087646,1.7587740421
2011,1,3,7,30,0,0,0,0,8.1713384003,989.7467651367,55.7224008413,122.3897705078,1.6230865717
2011,1,3,8,30,82,170,115,0,11.1164780858,990.3173217773,48.60280179,124.3494033813,1.6007395983
2011,1,3,9,30,187,138,238,2,14.0015983279,991.4768676758,45.482017352,122.2028808594,1.4290441275
2011,1,3,10,30,247,250,373,3,17.4925315055,991.7330322266,38.6235688584,101.3615112305,1.0545231104
2011,1,3,11,30,216,651,602,3,19.6473184853,990.905456543,33.2191330664,70.5536422729,0.9892647862
2011,1,3,12,30,162,767,646,2,20.4563187148,989.9011230469,31.0301578649,63.7607879639,1.18861413
2011,1,3,13,30,161,754,623,2,20.5543638892,989.4576416016,29.4813545892,62.7723617554,1.4715082645
2011,1,3,14,30,148,728,542,1,20.0323778424,988.9417724609,28.450716057,63.096282959,1.7027474642
2011,1,3,15,30,133,629,398,0,18.7474558587,988.4462890625,28.8496970468,68.8407669067,1.9439653158
2011,1,3,16,30,98,439,212,0,16.3954928672,988.3235473633,32.6741476573,78.1126327515,2.3377771378
2011,1,3,17,30,14,0,14,0,14.0013926263,988.4485473633,36.9106019257,86.8979568481,2.8976349831
2011,1,3,18,30,0,0,0,0,13.0379528082,989.0199584961,39.3834408685,95.5437011719,3.2758140564
2011,1,3,19,30,0,0,0,0,12.1817527584,989.54296875,41.783293209,104.4265975952,3.2999405861
2011,1,3,20,30,0,0,0,0,11.3720637783,989.6686401367,44.2807329789,111.9376449585,3.0917489529
2011,1,3,21,30,0,0,0,0,10.6608766395,989.9471435547,46.6875435228,120.1009979248,2.8241291046
2011,1,3,22,30,0,0,0,0,10.0214261672,989.8012084961,49.0769949135,127.9837112427,2.5043413639
2011,1,3,23,30,0,0,0,0,9.4108889683,989.6376342773,51.7014009132,133.1248168945,2.0927798748
2011,1,4,0,30,0,0,0,0,8.8394032872,989.4749755859,54.2726892406,133.6202087402,1.6905075312
2011,1,4,1,30,0,0,0,0,8.2941800136,989.2670898438,56.8162246169,125.9249725342,1.4099061489
2011,1,4,2,30,0,0,0,0,7.7757958777,988.874206543,59.5329647967,112.2376327515,1.3599472046
2011,1,4,3,30,0,0,0,0,7.2489019506,988.7684936523,62.0767901421,101.8333282471,1.5035825968
2011,1,4,4,30,0,0,0,0,6.7323368393,988.9183349609,64.8303308198,100.1744613647,1.6866608858
2011,1,4,5,30,0,0,0,0,6.2330124646,989.3150024414,67.7750761217,102.393913269,1.8923023939
2011,1,4,6,30,0,0,0,0,5.7696172405,989.9806518555,70.8309903317,104.1194458008,2.1364502907
2011,1,4,7,30,0,0,0,1,6.5793659078,990.3067626953,68.0943531187,106.5331268311,2.3617691994
2011,1,4,8,30,86,109,107,1,9.5335474284,991.0915527344,57.1838301871,111.2867279053,2.2541751862
2011,1,4,9,30,170,82,200,2,12.5963061176,991.6931762695,51.8348307518,114.985748291,1.8033959866
2011,1,4,10,30,238,28,253,2,16.1724603773,991.2037353516,41.1810328216,98.6975326538,1.6643576622
2011,1,4,11,30,263,23,277,3,18.0691358119,990.2419433594,37.1702433025,89.5295333862,1.4089862108
2011,1,4,12,30,307,109,376,3,19.1487525335,989.2031860352,34.8245790984,75.7433700562,1.2170876265
2011,1,4,13,30,249,613,626,2,19.5521802802,988.3508300781,32.4877230529,58.518737793,1.1743140221
2011,1,4,14,30,160,729,556,1,19.1276356149,988.0544433594,31.5188725944,48.3106117249,1.2730075121
2011,1,4,15,30,138,636,407,0,17.815668051,987.8695068359,32.0812755049,47.7854232788,1.3883808851
2011,1,4,16,30,98,452,217,0,15.5147101308,987.7570800781,35.4388386545,51.2568626404,1.4951574802
2011,1,4,17,30,16,0,16,1,13.2085102124,988.1569824219,43.5632840336,54.5864677429,1.5704860687
2011,1,4,18,30,0,0,0,0,12.3493609272,988.8243408203,40.5930406825,58.8684501648,1.5171263218
2011,1,4,19,30,0,0,0,0,11.5820806719,989.3754272461,41.9921456567,63.1580924988,1.3452755213
2011,1,4,20,30,0,0,0,0,10.9001335989,989.4035644531,43.6712314868,72.2146224976,1.3552348614
2011,1,4,21,30,0,0,0,-1,10.2616215042,988.9572143555,45.3207207479,83.9942550659,1.5144805908
2011,1,4,22,30,0,0,0,-1,9.6624021758,988.7796020508,47.0302520333,93.1383285522,1.6135390997
2011,1,4,23,30,0,0,0,-1,9.0683671075,988.4567260742,48.8402837173,100.8119506836,1.5878242254
2011,1,5,0,30,0,0,0,-1,8.5204673499,988.2514648438,50.6838165541,108.1247329712,1.4156546593
2011,1,5,1,30,0,0,0,-1,8.0206737672,988.099609375,52.5487707259,111.8816604614,1.2065278292
2011,1,5,2,30,0,0,0,-1,7.4623733258,987.6801147461,54.7570334509,114.419342041,0.8913040757
2011,1,5,3,30,0,0,0,0,6.8895440612,987.9263305664,57.3496320673,108.1122894287,0.6062952876
2011,1,5,4,30,0,0,0,0,6.3668623083,987.8728637695,59.5306391829,90.3141860962,0.6082337499
2011,1,5,5,30,0,0,0,-1,5.8792753339,988.5991210938,61.3098730504,84.141784668,0.9114086032
2011,1,5,6,30,0,0,0,-1,5.4202799893,989.0584106445,62.9385848571,86.8671646118,1.359525919
2011,1,5,7,30,0,0,0,-1,6.2584033348,989.4624633789,59.7204596414,91.1360855103,1.7851580381
2011,1,5,8,30,84,83,100,0,9.2721188043,990.1166992188,50.8205073591,91.6469497681,1.8714097738
2011,1,5,9,30,161,49,179,1,12.2333610446,990.7955322266,47.0295585391,85.5022659302,1.5790859461
2011,1,5,10,30,216,16,225,1,15.8200091725,990.41015625,37.6066434827,64.2176208496,1.841340661
2011,1,5,11,30,259,20,271,1,17.9601815312,989.5156860352,32.1434272637,50.1097373962,2.1954729557
2011,1,5,12,30,274,63,314,0,19.4110052751,988.3901977539,27.8322920565,40.6213607788,2.4424479008
2011,1,5,13,30,253,594,619,0,19.9672182573,987.6215209961,25.743068897,32.1046943665,2.5549843311
2011,1,5,14,30,148,731,547,-1,19.7332115891,987.3909912109,24.3753553936,27.4714927673,2.6015896797
2011,1,5,15,30,132,636,403,-2,18.6113026674,987.6642456055,24.2533550773,26.8210792542,2.6427390575
2011,1,5,16,30,101,454,221,-2,16.2076585333,987.9160766602,27.8198718927,30.4319915771,2.5433442593
2011,1,5,17,30,14,0,14,-1,13.7025068691,988.333984375,33.7764949753,39.600315094,2.3758039474
2011,1,5,18,30,0,0,0,-2,12.8023524306,988.9740600586,33.4195392294,54.7945098877,2.1770241261
2011,1,5,19,30,0,0,0,-4,11.9812587154,989.0231323242,32.4944152442,73.3420028687,2.0048532486
2011,1,5,20,30,0,0,0,-4,11.2454932707,989.1320800781,34.0002003231,89.7775115967,1.9570958614
2011,1,5,21,30,0,0,0,-4,10.5319049674,988.8179321289,35.6983068643,102.8094406128,1.9128180742
2011,1,5,22,30,0,0,0,-4,9.8647529246,988.6546020508,37.4303189149,112.45362854,1.7452138662
2011,1,5,23,30,0,0,0,-3,9.2390499861,988.0472412109,39.3875709211,122.6031265259,1.4645718336
2011,1,6,0,30,0,0,0,-3,8.6576770584,988.0944213867,41.5724460656,137.4185791016,1.1403330564
2011,1,6,1,30,0,0,0,-3,8.1192907828,988.4460449219,43.6516641789,156.2200012207,0.8834810257
2011,1,6,2,30,0,0,0,-3,7.6197968169,988.5545043945,45.7023019925,179.6147155762,0.6893070936
2011,1,6,3,30,0,0,0,-3,7.1562056476,988.4464111328,47.4825101496,194.5010375977,0.4349106848
2011,1,6,4,30,0,0,0,-3,6.7211279934,988.6067504883,48.9490016783,124.1877822876,0.1779372692
2011,1,6,5,30,0,0,0,-3,6.2983114991,988.9432373047,50.1878782089,81.2634353638,0.6740044951
2011,1,6,6,30,0,0,0,-3,5.92055639,989.6632080078,51.1886650077,86.1947631836,1.2729362249
2011,1,6,7,30,0,0,0,-3,6.8776755017,990.0850830078,48.4876822842,94.7096557617,1.7900677919
2011,1,6,8,30,86,68,99,-2,10.0905760996,990.4715576172,41.7971993526,101.6141204834,2.1712536812
2011,1,6,9,30,174,69,200,0,12.8025751088,991.0444335938,41.1484046107,105.1245651245,2.1133708954
2011,1,6,10,30,237,47,261,1,16.3275651419,990.973815918,36.7591882512,101.6439971924,2.0910139084
2011,1,6,11,30,249,50,279,0,19.2040542906,990.2951049805,29.4093569044,96.2523880005,2.4758226871
2011,1,6,12,30,288,435,564,0,20.65623726,989.4821777344,26.3132136147,92.1956634521,2.5756559372
2011,1,6,13,30,202,679,622,0,21.3255164736,988.8983154297,24.3644514355,88.0994796753,2.5930883884
2011,1,6,14,30,148,733,550,0,21.1509804878,988.5286254883,23.3336536119,82.7820587158,2.5181481838
2011,1,6,15,30,132,643,407,-1,19.9672100409,988.1090698242,23.7138583526,77.0983505249,2.4456253052
2011,1,6,16,30,101,465,225,-1,17.4062209137,988.2543334961,28.0980826079,70.8902893066,2.4328808784
2011,1,6,17,30,16,0,16,-1,14.868555787,988.6868286133,32.0593253096,68.1867675781,2.5880329609
2011,1,6,18,30,0,0,0,-2,13.9419201682,989.265625,31.014493477,73.2112121582,2.7829988003
2011,1,6,19,30,0,0,0,-3,13.1275585959,989.5165405273,32.1695741062,81.0886230469,2.9080345631
2011,1,6,20,30,0,0,0,-3,12.3621448247,989.5614013672,33.506322027,90.0841445923,2.9143652916
2011,1,6,21,30,0,0,0,-3,11.6780617717,989.5280151367,35.0225785957,100.1372375488,2.8929617405
2011,1,6,22,30,0,0,0,-3,11.0548457659,988.9786376953,36.9065517883,110.3556976318,2.836012125
2011,1,6,23,30,0,0,0,-2,10.4707544925,988.5876464844,39.5619984109,121.0646820068,2.7086529732
2011,1,7,0,30,0,0,0,-2,9.8698976865,988.2801513672,43.32390958,131.4922027588,2.5369374752
2011,1,7,1,30,0,0,0,-1,9.2969519241,988.01171875,47.9727374625,140.0368499756,2.3803071976
2011,1,7,2,30,0,0,0,0,8.716873637,987.7729492188,53.2766119217,148.8221435547,2.1159846783
2011,1,7,3,30,0,0,0,0,8.1637485296,987.2790527344,58.6461362591,157.4617919922,1.7801895142
2011,1,7,4,30,0,0,0,1,7.6547424906,987.3424682617,63.853988169,163.1206054688,1.4822138548
2011,1,7,5,30,0,0,0,1,7.1987901271,987.6630249023,68.6551716486,165.5237426758,1.2595382929
2011,1,7,6,30,0,0,0,2,6.7773226269,988.2595825195,73.1933569134,165.8379211426,1.1312680244
2011,1,7,7,30,0,0,0,2,7.7089956257,988.7699584961,71.4377909958,163.3129425049,1.132380724
2011,1,7,8,30,89,87,106,3,10.920940855,989.1343383789,59.5889270182,148.8243560791,1.3567290306
2011,1,7,9,30,181,93,215,4,13.9750533224,989.7370605469,53.8357927898,139.0162506104,1.5161334276
2011,1,7,10,30,253,76,292,5,17.723122625,989.4163818359,45.8886897527,129.2463989258,1.5278245211
2011,1,7,11,30,296,216,425,4,20.9404152356,988.4888916016,34.6609232273,113.2390365601,1.7584007978
2011,1,7,12,30,233,634,636,4,22.2148577215,987.5065917969,31.7911463279,106.662147522,1.7484158278
2011,1,7,13,30,168,739,626,4,22.6678276161,986.5592041016,29.8760840871,97.8181838989,1.7467358112
2011,1,7,14,30,151,723,549,3,22.3292810891,986.1853637695,29.2116707732,86.9253692627,1.6929140091
2011,1,7,15,30,139,609,401,2,21.0497918824,985.5862426758,29.8461177208,77.5579605103,1.6789029837
2011,1,7,16,30,102,437,220,2,18.6132502465,985.8302001953,34.7673206337,71.133972168,1.7636830807
2011,1,7,17,30,18,0,18,1,16.1389832468,986.1067504883,37.8780643647,68.8969497681,1.9249683619
2011,1,7,18,30,0,0,0,1,15.2343055248,986.3775024414,38.9239729828,73.0518264771,2.040166378
2011,1,7,19,30,0,0,0,1,14.4602948728,986.4285888672,40.4252457705,80.5274734497,2.0426018238
2011,1,7,20,30,0,0,0,1,13.7402540583,986.5831298828,42.1562108974,91.356300354,2.0548014641
2011,1,7,21,30,0,0,0,1,13.070396234,986.6507568359,44.2243350577,103.8374862671,2.0986905098
2011,1,7,22,30,0,0,0,1,12.4297955675,986.1287841797,46.8706519777,114.4549560547,2.0943934917
2011,1,7,23,30,0,0,0,1,11.8253869786,985.6401977539,50.0766596296,122.8906021118,2.0077314377
2011,1,8,0,30,0,0,0,2,11.2308624453,985.3914794922,53.9060111021,129.0103607178,1.8645274639
2011,1,8,1,30,0,0,0,2,10.6620057129,985.2230834961,58.0662418972,131.5137176514,1.7014985085
2011,1,8,2,30,0,0,0,3,10.0868781175,985.0180053711,62.5967939601,135.8046264648,1.4458917379
2011,1,8,3,30,0,0,0,3,9.5217816057,985.0153808594,67.1671642828,141.7537841797,1.1863871813
2011,1,8,4,30,0,0,0,4,8.9587126181,985.270690918,71.915186879,144.9540863037,1.0466542244
2011,1,8,5,30,0,0,0,4,8.4499639728,985.4838256836,76.2201004504,146.0798034668,1.0367203951
2011,1,8,6,30,0,0,0,4,7.9837083367,985.8198852539,80.527939785,148.1035003662,1.0958070755
2011,1,8,7,30,0,0,0,5,8.8482325791,986.423828125,78.4045520611,152.0569915771,1.1120164394
2011,1,8,8,30,85,149,113,5,11.9638277052,987.2119140625,65.2526389155,147.9145965576,0.9790033102
2011,1,8,9,30,174,111,215,6,15.0972153014,987.7044067383,56.9112208168,138.9311218262,0.6391530037
2011,1,8,10,30,234,57,263,6,19.0732678439,987.41796875,44.3773675088,54.5996360779,0.4666132927
2011,1,8,11,30,258,28,275,5,21.6245517406,986.4513549805,34.7311479211,23.9778594971,1.043479681
2011,1,8,12,30,311,115,385,4,22.6009422816,985.595703125,30.8204894841,13.7327346802,1.3363550901
2011,1,8,13,30,252,605,629,3,22.8070237236,984.9922485352,28.6047590188,8.1974487305,1.610837698
2011,1,8,14,30,160,726,561,2,22.1857579879,984.7506713867,27.6270789446,359.1867980957,1.8981505632
2011,1,8,15,30,136,637,412,1,20.7813573183,984.3444824219,27.5242224246,352.7955932617,2.2990138531
2011,1,8,16,30,102,450,225,0,18.4097917706,984.5672607422,30.1264290772,351.4834594727,2.7407131195
2011,1,8,17,30,21,0,21,0,15.9139847927,985.2614135742,31.9790895278,352.2825012207,3.252674818
2011,1,8,18,30,0,0,0,-1,14.9420624834,986.1953125,31.1605263967,353.4544067383,3.6767003536
2011,1,8,19,30,0,0,0,-3,14.0531442236,986.796875,29.7840315057,354.1140136719,3.875575304
2011,1,8,20,30,0,0,0,-4,13.2223789537,987.2606811523,28.1890423316,356.1094360352,3.8366069794
2011,1,8,21,30,0,0,0,-6,12.426045466,987.1058959961,26.8802235299,359.0599975586,3.6268861294
2011,1,8,22,30,0,0,0,-7,11.6622956139,986.6911621094,26.032507287,2.7831420898,3.3973238468
2011,1,8,23,30,0,0,0,-7,10.9402935487,986.3051147461,25.7876734765,7.4271392822,3.2329809666
2011,1,9,0,30,0,0,0,-8,10.2905967505,985.9500732422,25.8689995789,12.3961029053,3.1218252182
2011,1,9,1,30,0,0,0,-8,9.6598806272,986.1346435547,26.0951557055,17.1972503662,3.0195345879
2011,1,9,2,30,0,0,0,-9,8.9898115258,986.0535888672,26.5197235053,17.0898895264,3.068287611
2011,1,9,3,30,0,0,0,-9,8.2711798813,985.8817749023,27.0524285332,14.9650268555,3.179151535
2011,1,9,4,30,0,0,0,-9,7.6059982539,986.0964355469,27.6103327621,14.809463501,3.2367014885
2011,1,9,5,30,0,0,0,-10,6.9453500696,986.251953125,28.2811958886,16.5224838257,3.1967020035
2011,1,9,6,30,0,0,0,-10,6.362572585,987.1760864258,28.9388609028,18.1441040039,3.0748052597
2011,1,9,7,30,0,0,0,-9,7.1889490804,987.6898803711,30.1742082891,19.3774032593,2.9171681404
2011,1,9,8,30,83,82,99,-7,9.9613967774,988.8414916992,29.1631586483,26.6606025696,2.4376623631
2011,1,9,9,30,160,33,173,-5,12.7942497578,989.7321166992,28.4763229451,33.6266784668,1.8562824726
2011,1,9,10,30,231,23,243,-2,16.2164303445,989.8768310547,28.3482394464,30.8658294678,1.5310025215
2011,1,9,11,30,286,98,345,-3,19.793199406,989.2427978516,19.9598468115,21.156036377,2.3420343399
2011,1,9,12,30,256,617,651,-4,21.1803721788,988.6797485352,17.9919728372,20.2451400757,2.5934362411
2011,1,9,13,30,157,779,643,-4,21.5522235818,988.0933227539,17.589203639,23.7740325928,2.6542775631
2011,1,9,14,30,149,737,558,-4,21.0650287228,987.6944580078,17.6480011493,25.5188522339,2.8333849907
2011,1,9,15,30,133,649,416,-5,19.7854571896,987.8746948242,18.2513943953,27.8345375061,3.0547015667
2011,1,9,16,30,102,466,230,-4,17.3497495259,988.448425293,22.6931678751,31.6325187683,3.0858383179
2011,1,9,17,30,24,0,24,-4,14.7931410606,988.9448242188,25.5791678425,35.6467895508,3.0838737488
2011,1,9,18,30,0,0,0,-5,13.8669237617,989.8014526367,26.6340835231,38.8428688049,3.0302143097
2011,1,9,19,30,0,0,0,-5,13.1216259863,990.2084350586,27.4281475113,40.791103363,2.8608338833
2011,1,9,20,30,0,0,0,-5,12.4181641709,990.5144042969,28.2857985324,41.296333313,2.583874464
2011,1,9,21,30,0,0,0,-5,11.7608832552,990.3635864258,29.1533648992,40.7936897278,2.2919073105
2011,1,9,22,30,0,0,0,-5,11.1449828416,989.9519042969,30.1846902877,37.6300239563,2.0671093464
2011,1,9,23,30,0,0,0,-5,10.5660730736,989.647644043,31.1352252548,32.8670578003,1.9463659525
2011,1,10,0,30,0,0,0,-5,10.0088193061,989.4276123047,32.12392683,30.7789611816,1.8986537457
2011,1,10,1,30,0,0,0,-5,9.4820640175,989.190612793,33.2315063714,30.3131790161,1.8986968994
2011,1,10,2,30,0,0,0,-5,8.994134069,988.9465332031,34.2880023835,26.5233650208,1.9578471184
2011,1,10,3,30,0,0,0,-5,8.48032297,988.4241333008,35.4878214057,23.392539978,2.0872895718
2011,1,10,4,30,0,0,0,-6,8.0293205632,988.2797241211,36.4227437662,23.1953735352,2.2071580887
2011,1,10,5,30,0,0,0,-6,7.6110681175,988.5546875,37.1961083837,24.7008666992,2.2624435425
2011,1,10,6,30,0,0,0,-6,7.1867468997,988.6551513672,37.8671133077,25.3679046631,2.2583963871
2011,1,10,7,30,0,0,0,-5,8.166945977,989.3906860352,37.8710629564,25.8594741821,2.2026596069
2011,1,10,8,30,82,293,138,-4,11.2713781273,990.0791015625,32.2012041534,32.5639076233,1.9806857109
2011,1,10,9,30,121,578,333,-2,13.9847032667,990.7757568359,32.8175452129,38.338092804,1.526011467
2011,1,10,10,30,144,699,498,0,17.3122708966,990.8077392578,31.9213184346,33.7532730103,1.1508708
2011,1,10,11,30,169,763,626,0,20.7665320512,989.8488769531,23.739068903,22.3723220825,1.6004146338
2011,1,10,12,30,174,784,677,-1,22.0936899884,988.9805297852,21.2179310967,12.0432891846,1.5364123583
2011,1,10,13,30,172,775,658,-1,22.3744200674,988.2282104492,20.1719273988,5.6925582886,1.4360020161
2011,1,10,14,30,161,732,569,-2,21.8098529496,987.4285888672,19.7595431371,4.8640289307,1.4473172426
2011,1,10,15,30,140,643,422,-3,20.4354815769,986.9965209961,20.0389057356,9.1903991699,1.4860914946
2011,1,10,16,30,104,469,234,-2,17.905894595,987.5648193359,25.0987435368,16.8356246948,1.428195715
2011,1,10,17,30,26,0,26,-1,15.529347964,988.1442871094,30.9881851894,28.4638557434,1.2685648203
2011,1,10,18,30,0,0,0,-3,14.6946244852,988.5726928711,28.3837723318,45.5872764587,1.0604109764
2011,1,10,19,30,0,0,0,-1,13.9893553006,988.6159667969,34.034135368,67.0966186523,0.875122726
2011,1,10,20,30,0,0,0,-3,13.340541118,988.7607421875,31.1987342068,93.7415466309,0.7198283076
2011,1,10,21,30,0,0,0,-3,12.7259057253,988.4618530273,32.5704173144,126.1743927002,0.7188925743
2011,1,10,22,30,0,0,0,-2,12.0875433137,987.4896850586,35.8312132096,147.1312561035,0.8545343876
2011,1,10,23,30,0,0,0,-4,11.4696786301,986.5425415039,33.0272520171,160.8305206299,0.9659388065
2011,1,11,0,30,0,0,0,-5,10.9121529203,986.0634155273,31.2192993026,173.3084869385,1.0242689848
2011,1,11,1,30,0,0,0,-5,10.3785371719,985.9041748047,32.3977268337,188.7053222656,1.0848915577
2011,1,11,2,30,0,0,0,-5,9.8406476421,985.7696533203,33.7877257956,210.7471923828,1.2691013813
2011,1,11,3,30,0,0,0,-5,9.3073085725,985.8263549805,35.2402006751,228.1782531738,1.5353176594
2011,1,11,4,30,0,0,0,-5,8.870019915,985.9541015625,36.5739100285,238.2127227783,1.7763780355
2011,1,11,5,30,0,0,0,-5,8.47279832,986.495300293,37.9129959039,243.7141418457,1.9208679199
2011,1,11,6,30,0,0,0,-4,8.1249010103,987.1012573242,39.0599399589,245.6249694824,1.9835121632
2011,1,11,7,30,0,0,0,-3,9.1804073992,987.552734375,39.9375926241,244.6242828369,1.9604284763
2011,1,11,8,30,82,293,138,-3,12.237818234,988.591796875,34.3704367195,238.6098175049,1.7436900139
2011,1,11,9,30,125,565,331,0,15.1126564466,989.1845703125,34.0741691177,230.3170776367,1.4263284206
2011,1,11,10,30,152,687,500,0,18.5632944125,988.8142700195,30.6417084323,233.1595611572,1.2103167772
2011,1,11,11,30,167,748,617,0,21.6389161003,987.6253051758,23.0557691597,263.0274658203,1.1237481833
2011,1,11,12,30,173,772,669,0,23.0113593324,986.5661621094,20.5999854515,275.296875,1.0603972673
2011,1,11,13,30,163,761,642,-1,23.4148201411,985.9866333008,19.3365369437,284.177947998,1.0420327187
2011,1,11,14,30,160,723,565,-2,23.0169638705,985.1864624023,18.7848859725,298.908203125,0.978007853
2011,1,11,15,30,140,636,420,-2,21.7132927735,984.6480102539,19.259993456,317.5933227539,0.8349858522
