Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed
2010,1,1,0,30,0,0,0,-3,10.4698805669,986.5472412109,37.0702639887,60.8855819702,0.9662929773
2010,1,1,1,30,0,0,0,-3,9.9385762137,986.6486206055,38.3854266481,69.7696762085,1.1553024054
2010,1,1,2,30,0,0,0,-3,9.4299259264,986.5415649414,39.7678755883,71.03956604,1.2048738003
2010,1,1,3,30,0,0,0,-3,8.964851263,986.3650512695,41.2332106252,72.7726821899,1.2065957785
2010,1,1,4,30,0,0,0,-3,8.5206009447,986.3245849609,42.5942113962,77.9421844482,1.2239557505
2010,1,1,5,30,0,0,0,-9,11.212393767,988.0871582031,21.8899615319,114.5877990723,2.5576572418
2010,1,1,6,30,0,0,0,-9,10.8706999769,988.5358276367,22.477258751,122.5134124756,2.974663496
2010,1,1,7,30,0,0,0,-9,11.7632287706,989.216003418,21.9300198083,130.6421356201,3.3868398666
2010,1,1,8,30,84,287,139,-8,14.8709013631,989.8892822266,19.8134066368,137.5062866211,3.5547258854
2010,1,1,9,30,129,539,326,-7,17.9914985657,990.481628418,17.2517117022,143.9281463623,2.9753465652
2010,1,1,10,30,160,641,481,-6,21.9775886124,990.2292480469,14.8105432388,149.6793518066,2.5172736645
2010,1,1,11,30,168,723,595,-6,25.6948493607,989.6640625,11.7849963657,168.749206543,2.1262052059
2010,1,1,12,30,176,737,639,-5,26.9864601544,988.7443237305,11.8636799335,187.1626434326,1.6076494455
2010,1,1,13,30,173,725,616,-4,27.243267071,988.1188964844,11.9343772723,201.7449951172,1.158675313
2010,1,1,14,30,170,648,519,-4,26.5763582355,987.7640380859,12.3885174253,211.1051025391,0.7220973372
2010,1,1,15,30,144,571,382,-5,24.9860012465,987.6223754883,13.2558867692,197.8229370117,0.1699432582
2010,1,1,16,30,104,389,203,-1,22.0562308152,987.3507080078,20.8083380248,53.1331672668,0.7735171318
2010,1,1,17,30,7,0,7,-4,19.6329595668,987.6520996094,19.1311053662,55.6455497742,1.9077339172
2010,1,1,18,30,0,0,0,-5,18.7113820618,987.9237060547,18.3472173922,62.6757621765,2.9378449917
2010,1,1,19,30,0,0,0,-6,17.9020933629,988.4089355469,18.4531347159,70.4684524536,3.7515377998
2010,1,1,20,30,0,0,0,-6,17.0641419761,988.4327392578,18.6716835931,77.0651473999,4.2591958046
2010,1,1,21,30,0,0,0,-7,16.1719980525,988.5042114258,19.3555316759,84.0186462402,4.4920620918
2010,1,1,22,30,0,0,0,-7,15.2833806541,988.6856689453,20.1631684287,91.2391357422,4.5469779968
2010,1,1,23,30,0,0,0,-7,14.4648859682,988.5296020508,21.230552787,98.0585327148,4.5254197121
2010,1,2,0,30,0,0,0,-7,13.7402181989,987.9981079102,22.2912838964,103.9622955322,4.4749960899
2010,1,2,1,30,0,0,0,-7,13.0421897578,987.8148193359,23.4978359598,108.9931640625,4.3944630623
2010,1,2,2,30,0,0,0,-6,12.4092055961,987.7935791016,25.4232525982,114.1378479004,4.1966581345
2010,1,2,3,30,0,0,0,-6,11.8051112325,987.666015625,27.8113090987,118.0825500488,4.0242614746
