Year,Month,Day,Hour,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Solar Radiation (GHI),Temp
2011,1,3,1,3,9.8766018587,986.0321044922,66.1702810269,109.841545105,3.1377577782,0,
2011,1,3,2,3,9.2300375165,986.1176147461,68.7974801373,114.9255371094,2.9129414558,0,
2011,1,3,3,3,8.6325648987,986.3918457031,71.1085290635,118.3761291504,2.7382261753,0,
2011,1,3,4,3,8.1001132727,986.4934692383,72.7244151813,119.1641998291,2.695337534,0,
2011,1,3,5,3,7.6146732219,987.1647949219,73.955097911,117.1480865479,2.6878232956,0,
2011,1,3,6,3,7.1662074424,987.6442260742,75.1195518145,113.6039276123,2.6423714161,0,
2011,1,3,7,3,8.2823247776,988.466796875,73.9711819777,109.9438018799,2.4802565575,0,
2011,1,3,8,4,11.288623405,989.0372924805,62.7463652762,106.7467346191,2.1245892048,161,
2011,1,3,9,5,14.4701152451,990.1968383789,54.2670581484,99.8680648804,1.5376222134,363,
2011,1,3,10,4,18.4732480908,990.1329956055,38.9956829213,74.0102462769,1.5447969437,536,
2011,1,3,11,4,20.5754224698,989.6254272461,33.8194229792,56.9772491455,1.5854356289,634,
2011,1,3,12,3,21.4310327179,988.3011474609,31.723205152,49.2877006531,1.723454833,685,
2011,1,3,13,3,21.6126438967,987.5376586914,31.1051677183,48.3003501892,1.8675562143,664,
2011,1,3,14,3,21.0933545342,987.341796875,31.9342642586,48.4520530701,1.8971425295,569,
2011,1,3,15,3,19.7605991169,987.1663208008,34.4123264467,52.070854187,1.9641087055,424,
2011,1,3,16,5,17.4021023018,987.0435791016,46.7219495778,59.994644165,2.1409864426,231,
2011,1,3,17,5,14.7340299831,987.4885864258,54.6243811009,71.7021636963,2.5249643326,30,
2011,1,3,18,5,13.6947714536,988.0599975586,56.6481392367,84.3349304199,2.8486242294,0,
2011,1,3,19,4,12.7812929547,988.2629394531,58.9435659112,97.1588287354,2.9611568451,0,
2011,1,3,20,4,11.8909901729,988.7086791992,61.5127460609,107.7731323242,3.0034110546,0,
2011,1,3,21,4,11.0435496296,988.9871826172,64.3743902647,115.1532363892,2.9279510975,0,
2011,1,3,22,4,10.2372458245,988.5212402344,67.2445199965,118.6686935425,2.7037847042,0,
2011,1,3,23,4,9.5051082311,988.3576049805,70.1325150553,118.3657684326,2.4150781631,0,
2011,1,4,0,4,8.8284174854,987.875,72.8611526567,116.3857116699,2.1935343742,0,
2011,1,4,1,4,8.2150032758,987.9870605469,75.4285174457,113.7620697021,2.0626761913,0,
2011,1,4,2,4,7.6358288806,987.9141845703,78.5929186634,109.5186843872,2.0255935192,0,
2011,1,4,3,4,7.0973923635,987.8084716797,81.067909961,103.0184783936,2.0537111759,0,
2011,1,4,4,3,6.6089797108,987.9583129883,82.9889231787,97.0001144409,2.1802954674,0,
2011,1,4,5,3,6.1397736736,988.3549804688,84.6069651852,93.0617523193,2.429795742,0,
2011,1,4,6,3,5.6967099634,988.7006835938,86.3544038778,92.6171112061,2.6879913807,0,
2011,1,4,7,3,6.7844056347,989.3468017578,81.1013357789,95.3653717041,2.8429851532,0,
2011,1,4,8,4,9.6410747203,990.1315307617,69.8872997183,99.3618621826,2.4612927437,162,
2011,1,4,9,5,13.1200979215,990.4132080078,58.1197767061,96.9018859863,1.9180520773,365,
2011,1,4,10,4,16.6156415072,989.9237060547,43.8002002048,82.7317428589,1.8180297613,524,
2011,1,4,11,4,18.4757088787,988.9619140625,39.2870544667,75.4053878784,1.5830665827,635,
2011,1,4,12,4,19.6411118014,987.6032104492,37.0624747677,66.9881286621,1.39405334,687,
2011,1,4,13,4,20.0981405375,986.7508544922,35.4138439587,54.3324775696,1.2904045582,667,
2011,1,4,14,4,19.7089742037,986.4544067383,35.9182982225,42.5229873657,1.3747118711,579,
2011,1,4,15,4,18.4658633456,986.5895385742,38.5355595884,39.3067626953,1.5369169712,428,
2011,1,4,16,5,16.2351909961,986.7970581055,50.5659582561,43.745639801,1.7119482756,243,
2011,1,4,17,5,13.6480858817,986.8770141602,58.8860013047,51.0405921936,1.8997086287,33,
2011,1,4,18,5,12.7292466993,987.8643798828,60.9119675159,57.7675437927,2.0108702183,0,
2011,1,4,19,5,11.9583648271,988.0954589844,63.0015285131,64.5311508179,1.9612369537,0,
2011,1,4,20,4,11.2127288408,988.4435424805,64.7793112962,75.172744751,2.0440757275,0,
2011,1,4,21,4,10.5215323633,987.997253418,65.91352136,85.8328857422,2.315022707,0,
2011,1,4,22,4,9.9649991652,987.4995727539,68.0994614725,92.8044815063,2.4441246986,0,
2011,1,4,23,4,9.2594029132,987.1766967773,70.369415379,96.9195098877,2.3993794918,0,
2011,1,5,0,3,8.5772810926,986.9714355469,72.8266506667,100.0027008057,2.3161656857,0,
2011,1,5,1,3,8.0009161799,986.8195800781,75.741488935,101.3863525391,2.2677531242,0,
2011,1,5,2,4,7.43879546,986.4001464844,79.7489550164,102.2901916504,2.0659503937,0,
